ROW,ID,DESC,UPC,MIN,WUP
849,406958475-7,"VESTIBULUM AC EST LACINIA NISI VENENATIS TRISTIQUE. FUSCE CONGUE, DIAM ID ORNARE IMPERDIET, SAPIEN URNA PRETIUM NISL, UT VOLUTPAT SAPIEN ARCU SED AUGUE. ALIQUAM ERAT VOLUTPAT.",200-99-6919,5,$91.77
850,895634701-8,IN QUIS JUSTO. MAECENAS RHONCUS ALIQUAM LACUS. MORBI QUIS TORTOR ID NULLA ULTRICES ALIQUET.,883-43-3903,5,$72.16
851,627105562-1,"PROIN EU MI. NULLA AC ENIM. IN TEMPOR, TURPIS NEC EUISMOD SCELERISQUE, QUAM TURPIS ADIPISCING LOREM, VITAE MATTIS NIBH LIGULA NEC SEM.",463-80-6035,9,$52.18
852,515672287-3,"PROIN LEO ODIO, PORTTITOR ID, CONSEQUAT IN, CONSEQUAT UT, NULLA. SED ACCUMSAN FELIS. UT AT DOLOR QUIS ODIO CONSEQUAT VARIUS.",126-29-0171,1,$40.87
853,712797755-0,IN HAC HABITASSE PLATEA DICTUMST. ETIAM FAUCIBUS CURSUS URNA. UT TELLUS.,785-77-0433,4,$86.63
854,736524958-7,INTEGER AC LEO. PELLENTESQUE ULTRICES MATTIS ODIO. DONEC VITAE NISI.,167-16-7999,1,$79.83
855,957162262-1,"LOREM IPSUM DOLOR SIT AMET, CONSECTETUER ADIPISCING ELIT. PROIN RISUS. PRAESENT LECTUS.",676-16-7774,9,$10.84
856,845468378-X,"PRAESENT BLANDIT. NAM NULLA. INTEGER PEDE JUSTO, LACINIA EGET, TINCIDUNT EGET, TEMPUS VEL, PEDE.",388-33-8361,3,$39.21
857,419205650-X,NULLAM SIT AMET TURPIS ELEMENTUM LIGULA VEHICULA CONSEQUAT. MORBI A IPSUM. INTEGER A NIBH.,733-96-0418,8,$12.29
858,602713671-5,"CURABITUR GRAVIDA NISI AT NIBH. IN HAC HABITASSE PLATEA DICTUMST. ALIQUAM AUGUE QUAM, SOLLICITUDIN VITAE, CONSECTETUER EGET, RUTRUM AT, LOREM.",688-32-4868,1,$25.24
859,230928782-2,AENEAN LECTUS. PELLENTESQUE EGET NUNC. DONEC QUIS ORCI EGET ORCI VEHICULA CONDIMENTUM.,336-38-1130,4,$98.64
860,722752215-6,"PROIN EU MI. NULLA AC ENIM. IN TEMPOR, TURPIS NEC EUISMOD SCELERISQUE, QUAM TURPIS ADIPISCING LOREM, VITAE MATTIS NIBH LIGULA NEC SEM.",682-60-6096,1,$1.78
861,678849715-X,SUSPENDISSE POTENTI. IN ELEIFEND QUAM A ODIO. IN HAC HABITASSE PLATEA DICTUMST.,191-47-8816,1,$97.90
862,018437395-6,"PROIN LEO ODIO, PORTTITOR ID, CONSEQUAT IN, CONSEQUAT UT, NULLA. SED ACCUMSAN FELIS. UT AT DOLOR QUIS ODIO CONSEQUAT VARIUS.",297-88-6502,5,$15.69
863,712874174-7,"LOREM IPSUM DOLOR SIT AMET, CONSECTETUER ADIPISCING ELIT. PROIN RISUS. PRAESENT LECTUS.",228-29-3551,1,$72.38
864,463936241-2,"CURABITUR IN LIBERO UT MASSA VOLUTPAT CONVALLIS. MORBI ODIO ODIO, ELEMENTUM EU, INTERDUM EU, TINCIDUNT IN, LEO. MAECENAS PULVINAR LOBORTIS EST.",462-61-6916,9,$2.29
865,158143743-9,IN CONGUE. ETIAM JUSTO. ETIAM PRETIUM IACULIS JUSTO.,364-39-5190,3,$64.74
866,408549480-5,DUIS ALIQUAM CONVALLIS NUNC. PROIN AT TURPIS A PEDE POSUERE NONUMMY. INTEGER NON VELIT.,537-11-5304,9,$76.23
867,949990365-8,"MAECENAS TRISTIQUE, EST ET TEMPUS SEMPER, EST QUAM PHARETRA MAGNA, AC CONSEQUAT METUS SAPIEN UT NUNC. VESTIBULUM ANTE IPSUM PRIMIS IN FAUCIBUS ORCI LUCTUS ET ULTRICES POSUERE CUBILIA CURAE; MAURIS VIVERRA DIAM VITAE QUAM. SUSPENDISSE POTENTI.",248-23-6728,8,$48.81
868,809372399-4,"SED SAGITTIS. NAM CONGUE, RISUS SEMPER PORTA VOLUTPAT, QUAM PEDE LOBORTIS LIGULA, SIT AMET ELEIFEND PEDE LIBERO QUIS ORCI. NULLAM MOLESTIE NIBH IN LECTUS.",143-90-3394,5,$29.35
869,128579449-4,"VESTIBULUM AC EST LACINIA NISI VENENATIS TRISTIQUE. FUSCE CONGUE, DIAM ID ORNARE IMPERDIET, SAPIEN URNA PRETIUM NISL, UT VOLUTPAT SAPIEN ARCU SED AUGUE. ALIQUAM ERAT VOLUTPAT.",662-66-6433,10,$60.91
870,325789723-5,"PROIN LEO ODIO, PORTTITOR ID, CONSEQUAT IN, CONSEQUAT UT, NULLA. SED ACCUMSAN FELIS. UT AT DOLOR QUIS ODIO CONSEQUAT VARIUS.",277-11-1809,3,$99.42
871,654889697-1,IN QUIS JUSTO. MAECENAS RHONCUS ALIQUAM LACUS. MORBI QUIS TORTOR ID NULLA ULTRICES ALIQUET.,935-25-2361,10,$63.47
872,167029036-0,"CURABITUR GRAVIDA NISI AT NIBH. IN HAC HABITASSE PLATEA DICTUMST. ALIQUAM AUGUE QUAM, SOLLICITUDIN VITAE, CONSECTETUER EGET, RUTRUM AT, LOREM.",859-08-3945,8,$76.04
873,481020107-4,"AENEAN FERMENTUM. DONEC UT MAURIS EGET MASSA TEMPOR CONVALLIS. NULLA NEQUE LIBERO, CONVALLIS EGET, ELEIFEND LUCTUS, ULTRICIES EU, NIBH.",951-83-6173,1,$37.93
874,891993491-6,PRAESENT ID MASSA ID NISL VENENATIS LACINIA. AENEAN SIT AMET JUSTO. MORBI UT ODIO.,161-12-2747,4,$38.44
875,863200330-5,IN QUIS JUSTO. MAECENAS RHONCUS ALIQUAM LACUS. MORBI QUIS TORTOR ID NULLA ULTRICES ALIQUET.,782-88-1226,8,$92.56
876,818048806-3,CRAS NON VELIT NEC NISI VULPUTATE NONUMMY. MAECENAS TINCIDUNT LACUS AT VELIT. VIVAMUS VEL NULLA EGET EROS ELEMENTUM PELLENTESQUE.,813-73-7072,1,$8.26
877,954847807-2,"VESTIBULUM AC EST LACINIA NISI VENENATIS TRISTIQUE. FUSCE CONGUE, DIAM ID ORNARE IMPERDIET, SAPIEN URNA PRETIUM NISL, UT VOLUTPAT SAPIEN ARCU SED AUGUE. ALIQUAM ERAT VOLUTPAT.",150-21-6368,8,$66.30
878,097912591-X,"PROIN INTERDUM MAURIS NON LIGULA PELLENTESQUE ULTRICES. PHASELLUS ID SAPIEN IN SAPIEN IACULIS CONGUE. VIVAMUS METUS ARCU, ADIPISCING MOLESTIE, HENDRERIT AT, VULPUTATE VITAE, NISL.",409-86-2645,1,$52.85
879,038681375-2,"DONEC DIAM NEQUE, VESTIBULUM EGET, VULPUTATE UT, ULTRICES VEL, AUGUE. VESTIBULUM ANTE IPSUM PRIMIS IN FAUCIBUS ORCI LUCTUS ET ULTRICES POSUERE CUBILIA CURAE; DONEC PHARETRA, MAGNA VESTIBULUM ALIQUET ULTRICES, ERAT TORTOR SOLLICITUDIN MI, SIT AMET LOBORTIS SAPIEN SAPIEN NON MI. INTEGER AC NEQUE.",136-21-3174,6,$19.86
880,638933162-2,"VESTIBULUM QUAM SAPIEN, VARIUS UT, BLANDIT NON, INTERDUM IN, ANTE. VESTIBULUM ANTE IPSUM PRIMIS IN FAUCIBUS ORCI LUCTUS ET ULTRICES POSUERE CUBILIA CURAE; DUIS FAUCIBUS ACCUMSAN ODIO. CURABITUR CONVALLIS.",930-52-2153,6,$46.33
881,982053993-5,ETIAM VEL AUGUE. VESTIBULUM RUTRUM RUTRUM NEQUE. AENEAN AUCTOR GRAVIDA SEM.,566-27-6863,10,$87.85
882,390960204-5,"PROIN EU MI. NULLA AC ENIM. IN TEMPOR, TURPIS NEC EUISMOD SCELERISQUE, QUAM TURPIS ADIPISCING LOREM, VITAE MATTIS NIBH LIGULA NEC SEM.",546-34-9898,5,$37.76
883,262995635-0,INTEGER TINCIDUNT ANTE VEL IPSUM. PRAESENT BLANDIT LACINIA ERAT. VESTIBULUM SED MAGNA AT NUNC COMMODO PLACERAT.,478-71-4842,3,$41.36
884,404980600-2,CRAS NON VELIT NEC NISI VULPUTATE NONUMMY. MAECENAS TINCIDUNT LACUS AT VELIT. VIVAMUS VEL NULLA EGET EROS ELEMENTUM PELLENTESQUE.,930-17-8482,6,$92.53
885,062445523-8,ALIQUAM QUIS TURPIS EGET ELIT SODALES SCELERISQUE. MAURIS SIT AMET EROS. SUSPENDISSE ACCUMSAN TORTOR QUIS TURPIS.,594-91-2820,1,$66.17
886,660779220-0,IN QUIS JUSTO. MAECENAS RHONCUS ALIQUAM LACUS. MORBI QUIS TORTOR ID NULLA ULTRICES ALIQUET.,470-36-4820,8,$99.06
887,529968182-8,"CUM SOCIIS NATOQUE PENATIBUS ET MAGNIS DIS PARTURIENT MONTES, NASCETUR RIDICULUS MUS. VIVAMUS VESTIBULUM SAGITTIS SAPIEN. CUM SOCIIS NATOQUE PENATIBUS ET MAGNIS DIS PARTURIENT MONTES, NASCETUR RIDICULUS MUS.",699-36-9984,1,$41.50
888,822978438-8,"IN HAC HABITASSE PLATEA DICTUMST. MORBI VESTIBULUM, VELIT ID PRETIUM IACULIS, DIAM ERAT FERMENTUM JUSTO, NEC CONDIMENTUM NEQUE SAPIEN PLACERAT ANTE. NULLA JUSTO.",592-43-8941,2,$61.25
889,019833489-3,"AENEAN FERMENTUM. DONEC UT MAURIS EGET MASSA TEMPOR CONVALLIS. NULLA NEQUE LIBERO, CONVALLIS EGET, ELEIFEND LUCTUS, ULTRICIES EU, NIBH.",322-48-4229,2,$90.83
890,755707558-7,"MAURIS ENIM LEO, RHONCUS SED, VESTIBULUM SIT AMET, CURSUS ID, TURPIS. INTEGER ALIQUET, MASSA ID LOBORTIS CONVALLIS, TORTOR RISUS DAPIBUS AUGUE, VEL ACCUMSAN TELLUS NISI EU ORCI. MAURIS LACINIA SAPIEN QUIS LIBERO.",342-91-4530,5,$42.16
891,606189017-6,"IN HAC HABITASSE PLATEA DICTUMST. MORBI VESTIBULUM, VELIT ID PRETIUM IACULIS, DIAM ERAT FERMENTUM JUSTO, NEC CONDIMENTUM NEQUE SAPIEN PLACERAT ANTE. NULLA JUSTO.",869-52-1228,1,$23.63
892,940248587-2,"NAM ULTRICES, LIBERO NON MATTIS PULVINAR, NULLA PEDE ULLAMCORPER AUGUE, A SUSCIPIT NULLA ELIT AC NULLA. SED VEL ENIM SIT AMET NUNC VIVERRA DAPIBUS. NULLA SUSCIPIT LIGULA IN LACUS.",249-66-4976,10,$73.93
893,572046464-6,INTEGER AC LEO. PELLENTESQUE ULTRICES MATTIS ODIO. DONEC VITAE NISI.,976-80-8890,3,$97.47
894,444979156-8,"SED SAGITTIS. NAM CONGUE, RISUS SEMPER PORTA VOLUTPAT, QUAM PEDE LOBORTIS LIGULA, SIT AMET ELEIFEND PEDE LIBERO QUIS ORCI. NULLAM MOLESTIE NIBH IN LECTUS.",384-30-4503,9,$60.23
895,695982877-5,"VESTIBULUM AC EST LACINIA NISI VENENATIS TRISTIQUE. FUSCE CONGUE, DIAM ID ORNARE IMPERDIET, SAPIEN URNA PRETIUM NISL, UT VOLUTPAT SAPIEN ARCU SED AUGUE. ALIQUAM ERAT VOLUTPAT.",485-21-8528,10,$72.34
896,322380115-4,DUIS CONSEQUAT DUI NEC NISI VOLUTPAT ELEIFEND. DONEC UT DOLOR. MORBI VEL LECTUS IN QUAM FRINGILLA RHONCUS.,167-05-5651,4,$96.07
897,920392812-X,"MAECENAS LEO ODIO, CONDIMENTUM ID, LUCTUS NEC, MOLESTIE SED, JUSTO. PELLENTESQUE VIVERRA PEDE AC DIAM. CRAS PELLENTESQUE VOLUTPAT DUI.",323-71-5877,7,$72.93
898,969770571-2,FUSCE CONSEQUAT. NULLA NISL. NUNC NISL.,219-93-7734,10,$20.72
899,164101920-4,"PROIN EU MI. NULLA AC ENIM. IN TEMPOR, TURPIS NEC EUISMOD SCELERISQUE, QUAM TURPIS ADIPISCING LOREM, VITAE MATTIS NIBH LIGULA NEC SEM.",793-97-8770,6,$43.07
900,992390203-X,MAECENAS UT MASSA QUIS AUGUE LUCTUS TINCIDUNT. NULLA MOLLIS MOLESTIE LOREM. QUISQUE UT ERAT.,985-88-5030,5,$86.17
901,636256176-7,NULLAM PORTTITOR LACUS AT TURPIS. DONEC POSUERE METUS VITAE IPSUM. ALIQUAM NON MAURIS.,856-73-1805,9,$92.87
902,851219779-X,DUIS ALIQUAM CONVALLIS NUNC. PROIN AT TURPIS A PEDE POSUERE NONUMMY. INTEGER NON VELIT.,938-90-2527,9,$17.43
903,576563914-3,"VESTIBULUM AC EST LACINIA NISI VENENATIS TRISTIQUE. FUSCE CONGUE, DIAM ID ORNARE IMPERDIET, SAPIEN URNA PRETIUM NISL, UT VOLUTPAT SAPIEN ARCU SED AUGUE. ALIQUAM ERAT VOLUTPAT.",999-16-1873,10,$50.80
904,839712769-0,NULLAM PORTTITOR LACUS AT TURPIS. DONEC POSUERE METUS VITAE IPSUM. ALIQUAM NON MAURIS.,393-99-0224,1,$41.06
905,624893090-2,"VESTIBULUM AC EST LACINIA NISI VENENATIS TRISTIQUE. FUSCE CONGUE, DIAM ID ORNARE IMPERDIET, SAPIEN URNA PRETIUM NISL, UT VOLUTPAT SAPIEN ARCU SED AUGUE. ALIQUAM ERAT VOLUTPAT.",990-47-1745,2,$80.79
906,386606113-7,PRAESENT ID MASSA ID NISL VENENATIS LACINIA. AENEAN SIT AMET JUSTO. MORBI UT ODIO.,994-21-3239,7,$39.10
907,086103836-3,AENEAN LECTUS. PELLENTESQUE EGET NUNC. DONEC QUIS ORCI EGET ORCI VEHICULA CONDIMENTUM.,103-78-3969,8,$95.44
908,211825004-5,"QUISQUE PORTA VOLUTPAT ERAT. QUISQUE ERAT EROS, VIVERRA EGET, CONGUE EGET, SEMPER RUTRUM, NULLA. NUNC PURUS.",323-96-2323,3,$88.74
909,120720457-9,ETIAM VEL AUGUE. VESTIBULUM RUTRUM RUTRUM NEQUE. AENEAN AUCTOR GRAVIDA SEM.,482-03-5647,2,$86.93
910,628931223-5,INTEGER AC LEO. PELLENTESQUE ULTRICES MATTIS ODIO. DONEC VITAE NISI.,153-55-2232,5,$26.52
911,474127953-7,ALIQUAM QUIS TURPIS EGET ELIT SODALES SCELERISQUE. MAURIS SIT AMET EROS. SUSPENDISSE ACCUMSAN TORTOR QUIS TURPIS.,171-07-7263,4,$50.72
912,818134214-3,"PROIN LEO ODIO, PORTTITOR ID, CONSEQUAT IN, CONSEQUAT UT, NULLA. SED ACCUMSAN FELIS. UT AT DOLOR QUIS ODIO CONSEQUAT VARIUS.",757-71-9205,2,$29.70
913,907986095-6,ETIAM VEL AUGUE. VESTIBULUM RUTRUM RUTRUM NEQUE. AENEAN AUCTOR GRAVIDA SEM.,789-98-9084,8,$94.88
914,818827139-X,"PROIN LEO ODIO, PORTTITOR ID, CONSEQUAT IN, CONSEQUAT UT, NULLA. SED ACCUMSAN FELIS. UT AT DOLOR QUIS ODIO CONSEQUAT VARIUS.",193-86-5716,9,$44.62
915,812283873-1,PELLENTESQUE AT NULLA. SUSPENDISSE POTENTI. CRAS IN PURUS EU MAGNA VULPUTATE LUCTUS.,662-41-9116,3,$29.24
916,907866497-5,"DONEC DIAM NEQUE, VESTIBULUM EGET, VULPUTATE UT, ULTRICES VEL, AUGUE. VESTIBULUM ANTE IPSUM PRIMIS IN FAUCIBUS ORCI LUCTUS ET ULTRICES POSUERE CUBILIA CURAE; DONEC PHARETRA, MAGNA VESTIBULUM ALIQUET ULTRICES, ERAT TORTOR SOLLICITUDIN MI, SIT AMET LOBORTIS SAPIEN SAPIEN NON MI. INTEGER AC NEQUE.",183-25-1134,3,$5.11
917,077196686-5,"MAURIS ENIM LEO, RHONCUS SED, VESTIBULUM SIT AMET, CURSUS ID, TURPIS. INTEGER ALIQUET, MASSA ID LOBORTIS CONVALLIS, TORTOR RISUS DAPIBUS AUGUE, VEL ACCUMSAN TELLUS NISI EU ORCI. MAURIS LACINIA SAPIEN QUIS LIBERO.",513-33-5853,1,$88.31
918,561929175-8,"CURABITUR AT IPSUM AC TELLUS SEMPER INTERDUM. MAURIS ULLAMCORPER PURUS SIT AMET NULLA. QUISQUE ARCU LIBERO, RUTRUM AC, LOBORTIS VEL, DAPIBUS AT, DIAM.",789-86-9009,5,$71.18
919,841038975-4,"NAM ULTRICES, LIBERO NON MATTIS PULVINAR, NULLA PEDE ULLAMCORPER AUGUE, A SUSCIPIT NULLA ELIT AC NULLA. SED VEL ENIM SIT AMET NUNC VIVERRA DAPIBUS. NULLA SUSCIPIT LIGULA IN LACUS.",749-45-3362,3,$69.58
920,548316527-6,"PROIN LEO ODIO, PORTTITOR ID, CONSEQUAT IN, CONSEQUAT UT, NULLA. SED ACCUMSAN FELIS. UT AT DOLOR QUIS ODIO CONSEQUAT VARIUS.",564-87-2020,3,$27.41
921,451685969-6,"MAURIS ENIM LEO, RHONCUS SED, VESTIBULUM SIT AMET, CURSUS ID, TURPIS. INTEGER ALIQUET, MASSA ID LOBORTIS CONVALLIS, TORTOR RISUS DAPIBUS AUGUE, VEL ACCUMSAN TELLUS NISI EU ORCI. MAURIS LACINIA SAPIEN QUIS LIBERO.",701-17-0311,3,$19.94
922,645038281-3,DUIS CONSEQUAT DUI NEC NISI VOLUTPAT ELEIFEND. DONEC UT DOLOR. MORBI VEL LECTUS IN QUAM FRINGILLA RHONCUS.,539-77-6499,1,$64.82
923,907159432-7,"NAM ULTRICES, LIBERO NON MATTIS PULVINAR, NULLA PEDE ULLAMCORPER AUGUE, A SUSCIPIT NULLA ELIT AC NULLA. SED VEL ENIM SIT AMET NUNC VIVERRA DAPIBUS. NULLA SUSCIPIT LIGULA IN LACUS.",784-61-4642,5,$73.61
924,680237165-0,"VESTIBULUM QUAM SAPIEN, VARIUS UT, BLANDIT NON, INTERDUM IN, ANTE. VESTIBULUM ANTE IPSUM PRIMIS IN FAUCIBUS ORCI LUCTUS ET ULTRICES POSUERE CUBILIA CURAE; DUIS FAUCIBUS ACCUMSAN ODIO. CURABITUR CONVALLIS.",305-90-0902,7,$41.39
925,678098325-X,"PRAESENT BLANDIT. NAM NULLA. INTEGER PEDE JUSTO, LACINIA EGET, TINCIDUNT EGET, TEMPUS VEL, PEDE.",541-34-3242,7,$60.78
926,677529564-2,ETIAM VEL AUGUE. VESTIBULUM RUTRUM RUTRUM NEQUE. AENEAN AUCTOR GRAVIDA SEM.,611-07-7973,1,$37.23
927,200547507-6,"PROIN EU MI. NULLA AC ENIM. IN TEMPOR, TURPIS NEC EUISMOD SCELERISQUE, QUAM TURPIS ADIPISCING LOREM, VITAE MATTIS NIBH LIGULA NEC SEM.",744-42-7866,9,$82.12
928,003538466-2,"PROIN EU MI. NULLA AC ENIM. IN TEMPOR, TURPIS NEC EUISMOD SCELERISQUE, QUAM TURPIS ADIPISCING LOREM, VITAE MATTIS NIBH LIGULA NEC SEM.",416-08-4701,8,$37.41
929,674191336-X,"PRAESENT BLANDIT. NAM NULLA. INTEGER PEDE JUSTO, LACINIA EGET, TINCIDUNT EGET, TEMPUS VEL, PEDE.",477-08-1133,10,$52.76
930,221031075-X,"MAURIS ENIM LEO, RHONCUS SED, VESTIBULUM SIT AMET, CURSUS ID, TURPIS. INTEGER ALIQUET, MASSA ID LOBORTIS CONVALLIS, TORTOR RISUS DAPIBUS AUGUE, VEL ACCUMSAN TELLUS NISI EU ORCI. MAURIS LACINIA SAPIEN QUIS LIBERO.",557-83-3769,6,$16.82
931,226021879-2,"CURABITUR AT IPSUM AC TELLUS SEMPER INTERDUM. MAURIS ULLAMCORPER PURUS SIT AMET NULLA. QUISQUE ARCU LIBERO, RUTRUM AC, LOBORTIS VEL, DAPIBUS AT, DIAM.",746-40-9104,5,$64.01
932,153964937-7,IN QUIS JUSTO. MAECENAS RHONCUS ALIQUAM LACUS. MORBI QUIS TORTOR ID NULLA ULTRICES ALIQUET.,603-82-5703,2,$48.12
933,159679481-X,NULLAM SIT AMET TURPIS ELEMENTUM LIGULA VEHICULA CONSEQUAT. MORBI A IPSUM. INTEGER A NIBH.,991-71-7197,3,$41.56
934,475513736-5,"IN SAGITTIS DUI VEL NISL. DUIS AC NIBH. FUSCE LACUS PURUS, ALIQUET AT, FEUGIAT NON, PRETIUM QUIS, LECTUS.",215-45-7088,3,$22.94
935,308135216-9,NULLAM PORTTITOR LACUS AT TURPIS. DONEC POSUERE METUS VITAE IPSUM. ALIQUAM NON MAURIS.,639-83-3370,9,$15.15
936,827041776-9,AENEAN LECTUS. PELLENTESQUE EGET NUNC. DONEC QUIS ORCI EGET ORCI VEHICULA CONDIMENTUM.,237-14-2194,10,$28.73
937,026459492-4,INTEGER TINCIDUNT ANTE VEL IPSUM. PRAESENT BLANDIT LACINIA ERAT. VESTIBULUM SED MAGNA AT NUNC COMMODO PLACERAT.,147-53-2097,1,$61.40
938,369257347-2,DUIS BIBENDUM. MORBI NON QUAM NEC DUI LUCTUS RUTRUM. NULLA TELLUS.,962-83-0196,1,$48.82
939,688703048-9,DUIS BIBENDUM. MORBI NON QUAM NEC DUI LUCTUS RUTRUM. NULLA TELLUS.,165-27-6703,2,$50.18
940,570654645-2,INTEGER TINCIDUNT ANTE VEL IPSUM. PRAESENT BLANDIT LACINIA ERAT. VESTIBULUM SED MAGNA AT NUNC COMMODO PLACERAT.,737-03-2041,5,$91.50
941,584924530-8,"PRAESENT BLANDIT. NAM NULLA. INTEGER PEDE JUSTO, LACINIA EGET, TINCIDUNT EGET, TEMPUS VEL, PEDE.",155-87-7282,3,$28.93
942,024027741-4,NULLAM PORTTITOR LACUS AT TURPIS. DONEC POSUERE METUS VITAE IPSUM. ALIQUAM NON MAURIS.,135-12-6512,5,$66.85
943,099030417-5,IN QUIS JUSTO. MAECENAS RHONCUS ALIQUAM LACUS. MORBI QUIS TORTOR ID NULLA ULTRICES ALIQUET.,669-24-8782,7,$62.61
944,429112813-4,"MORBI NON LECTUS. ALIQUAM SIT AMET DIAM IN MAGNA BIBENDUM IMPERDIET. NULLAM ORCI PEDE, VENENATIS NON, SODALES SED, TINCIDUNT EU, FELIS.",822-45-2061,10,$81.18
945,817641825-0,CRAS NON VELIT NEC NISI VULPUTATE NONUMMY. MAECENAS TINCIDUNT LACUS AT VELIT. VIVAMUS VEL NULLA EGET EROS ELEMENTUM PELLENTESQUE.,362-99-6629,5,$4.19
946,446704970-3,"IN SAGITTIS DUI VEL NISL. DUIS AC NIBH. FUSCE LACUS PURUS, ALIQUET AT, FEUGIAT NON, PRETIUM QUIS, LECTUS.",583-49-4033,6,$7.89
947,855233147-0,PHASELLUS IN FELIS. DONEC SEMPER SAPIEN A LIBERO. NAM DUI.,347-01-4286,5,$4.16
948,660034740-6,NULLA UT ERAT ID MAURIS VULPUTATE ELEMENTUM. NULLAM VARIUS. NULLA FACILISI.,887-48-8375,8,$53.24
949,238757685-3,DUIS ALIQUAM CONVALLIS NUNC. PROIN AT TURPIS A PEDE POSUERE NONUMMY. INTEGER NON VELIT.,978-34-2538,10,$19.67
950,384312678-X,PHASELLUS IN FELIS. DONEC SEMPER SAPIEN A LIBERO. NAM DUI.,127-02-8656,6,$5.30
951,422947751-1,ETIAM VEL AUGUE. VESTIBULUM RUTRUM RUTRUM NEQUE. AENEAN AUCTOR GRAVIDA SEM.,434-26-2842,3,$21.55
952,669100041-2,"MAURIS ENIM LEO, RHONCUS SED, VESTIBULUM SIT AMET, CURSUS ID, TURPIS. INTEGER ALIQUET, MASSA ID LOBORTIS CONVALLIS, TORTOR RISUS DAPIBUS AUGUE, VEL ACCUMSAN TELLUS NISI EU ORCI. MAURIS LACINIA SAPIEN QUIS LIBERO.",651-88-7696,9,$83.52
953,302320311-3,"QUISQUE PORTA VOLUTPAT ERAT. QUISQUE ERAT EROS, VIVERRA EGET, CONGUE EGET, SEMPER RUTRUM, NULLA. NUNC PURUS.",537-45-8190,7,$97.34
954,293878178-4,NULLAM SIT AMET TURPIS ELEMENTUM LIGULA VEHICULA CONSEQUAT. MORBI A IPSUM. INTEGER A NIBH.,784-78-4964,2,$81.48
955,010616830-4,"LOREM IPSUM DOLOR SIT AMET, CONSECTETUER ADIPISCING ELIT. PROIN RISUS. PRAESENT LECTUS.",843-95-7491,7,$24.77
956,520051546-7,ETIAM VEL AUGUE. VESTIBULUM RUTRUM RUTRUM NEQUE. AENEAN AUCTOR GRAVIDA SEM.,624-28-1514,7,$84.03
957,515072038-0,NULLAM PORTTITOR LACUS AT TURPIS. DONEC POSUERE METUS VITAE IPSUM. ALIQUAM NON MAURIS.,925-50-1422,2,$15.69
958,199055769-4,ETIAM VEL AUGUE. VESTIBULUM RUTRUM RUTRUM NEQUE. AENEAN AUCTOR GRAVIDA SEM.,936-98-4822,7,$36.87
959,684540868-8,DUIS ALIQUAM CONVALLIS NUNC. PROIN AT TURPIS A PEDE POSUERE NONUMMY. INTEGER NON VELIT.,194-04-2958,4,$15.88
960,586073810-2,"CUM SOCIIS NATOQUE PENATIBUS ET MAGNIS DIS PARTURIENT MONTES, NASCETUR RIDICULUS MUS. VIVAMUS VESTIBULUM SAGITTIS SAPIEN. CUM SOCIIS NATOQUE PENATIBUS ET MAGNIS DIS PARTURIENT MONTES, NASCETUR RIDICULUS MUS.",949-72-7938,7,$15.22
961,484623597-1,"IN SAGITTIS DUI VEL NISL. DUIS AC NIBH. FUSCE LACUS PURUS, ALIQUET AT, FEUGIAT NON, PRETIUM QUIS, LECTUS.",657-25-2729,2,$47.07
962,330097786-X,PHASELLUS SIT AMET ERAT. NULLA TEMPUS. VIVAMUS IN FELIS EU SAPIEN CURSUS VESTIBULUM.,292-84-2205,10,$40.26
963,468866356-0,DUIS ALIQUAM CONVALLIS NUNC. PROIN AT TURPIS A PEDE POSUERE NONUMMY. INTEGER NON VELIT.,809-37-3025,7,$97.72
964,990238472-2,"IN SAGITTIS DUI VEL NISL. DUIS AC NIBH. FUSCE LACUS PURUS, ALIQUET AT, FEUGIAT NON, PRETIUM QUIS, LECTUS.",293-11-2712,5,$5.44
965,870922849-7,NULLA UT ERAT ID MAURIS VULPUTATE ELEMENTUM. NULLAM VARIUS. NULLA FACILISI.,956-28-1992,6,$44.97
966,811189962-9,"CURABITUR IN LIBERO UT MASSA VOLUTPAT CONVALLIS. MORBI ODIO ODIO, ELEMENTUM EU, INTERDUM EU, TINCIDUNT IN, LEO. MAECENAS PULVINAR LOBORTIS EST.",181-23-6973,2,$44.47
967,022101496-9,"FUSCE POSUERE FELIS SED LACUS. MORBI SEM MAURIS, LAOREET UT, RHONCUS ALIQUET, PULVINAR SED, NISL. NUNC RHONCUS DUI VEL SEM.",132-11-7139,2,$91.52
968,973748070-8,"NAM ULTRICES, LIBERO NON MATTIS PULVINAR, NULLA PEDE ULLAMCORPER AUGUE, A SUSCIPIT NULLA ELIT AC NULLA. SED VEL ENIM SIT AMET NUNC VIVERRA DAPIBUS. NULLA SUSCIPIT LIGULA IN LACUS.",121-89-2264,8,$2.64
969,926380443-5,ETIAM VEL AUGUE. VESTIBULUM RUTRUM RUTRUM NEQUE. AENEAN AUCTOR GRAVIDA SEM.,546-39-8290,2,$16.06
970,974122270-X,INTEGER AC LEO. PELLENTESQUE ULTRICES MATTIS ODIO. DONEC VITAE NISI.,638-01-1731,9,$55.31
971,319706319-8,DUIS ALIQUAM CONVALLIS NUNC. PROIN AT TURPIS A PEDE POSUERE NONUMMY. INTEGER NON VELIT.,135-58-5840,5,$75.28
